,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Label,Split
TCGA-VT-AB3D-01A,0.6214436,2.2941706,-0.31728226,0.24321215,1.2165898,-0.52746075,0.11109938,-0.9342837,0.6304383,0.18751527,-0.797138,1.056962,-0.49419117,0.5053099,0.10643019,2,train
TCGA-X6-A8C2-01A,0.4359452,-0.19702291,-0.004323112,0.6624147,0.5662665,-0.2199535,-0.30213928,0.15652049,-0.36345178,-0.5284495,-0.08904372,0.6835414,-0.16792299,-0.16189964,-0.043003652,2,train
TCGA-IE-A4EH-01A,0.38296252,0.28930792,0.15691614,-0.36759543,0.20271717,0.011106585,0.29104012,-0.54896766,0.42261097,0.20620002,0.006885715,-0.23155956,0.091742836,-1.188542,-0.26852524,1,train
TCGA-KD-A5QS-01A,0.4350943,-0.20578393,0.026295597,0.18265918,0.21804409,0.20100273,-0.03629833,0.15835798,0.14354253,-0.6065787,0.113155834,-0.12557691,0.16188596,-0.44015095,-0.23934361,1,train
TCGA-HS-A5N8-01A,-0.5759329,-0.3302688,0.036739558,0.34740755,-0.10288148,0.17108665,-0.053191174,0.0566374,-0.05447013,-0.09405026,-0.10067166,0.07990135,0.3137625,-0.09539334,-0.2058205,1,train
TCGA-Z4-AAPG-01A,-0.5546986,-0.49647954,0.09205406,0.31677252,-0.09935978,-0.17110334,0.021175116,1.2191702,-0.23331575,-0.6872217,-0.37605876,0.811199,-0.80618787,-0.32293725,-0.09796401,2,train
TCGA-DX-A3U6-01A,-0.2329682,0.13199693,-0.19689691,0.22595486,-0.031011432,-0.7126596,0.3592873,0.54846615,0.25250518,-0.04261255,-0.7668066,-0.09350876,-0.25985128,0.36897185,-0.40744993,0,train
TCGA-DX-A7ET-01A,-0.083712436,0.5603151,-0.30798712,0.042185932,0.04231192,-0.40526518,-0.02334116,-0.55917126,-0.58358884,-0.38718256,0.2019775,0.09283683,-0.28676474,0.20876308,0.6721371,2,train
TCGA-X9-A973-01A,-0.07948866,-0.12519202,0.054306883,-0.23518924,0.038090248,-0.0017345055,-0.13617754,-0.26304504,-0.24883352,-0.1705587,-0.11204767,-0.08110911,0.26339543,0.08784366,0.18866909,2,train
TCGA-X6-A7WB-01A,-0.06455199,0.19064766,-0.29603317,0.20528452,0.29896536,0.023834722,-0.13122974,-0.19108583,0.55234766,0.69251615,0.04246558,0.2779984,-0.07389679,-0.644973,0.16000228,1,train
TCGA-KF-A41W-01A,-0.55197597,0.67565894,0.5361608,0.30274898,0.06612258,-0.36769646,0.45655262,-0.054787073,-0.6571935,-0.2950724,0.4577528,0.42927638,-0.1994946,-0.16216888,-0.42193353,1,train
TCGA-DX-A7EF-01A,0.0687432,-0.9375249,1.5229907,0.35633835,0.021108532,-0.40729618,-0.6909519,0.33016318,-0.020295719,-0.7361365,0.17984214,0.20241562,-0.10167728,0.08251514,-0.0893155,2,train
TCGA-IS-A3KA-01A,0.63932663,-0.22207913,-0.61842155,-0.35995507,0.62714785,-0.07539839,-0.058417957,-0.15349817,0.43054745,-0.15090774,0.09813612,0.3108407,0.2638009,-0.424171,-0.06926031,1,train
TCGA-DX-AB2J-01A,-0.5348533,-0.18705352,0.28384456,-0.016201328,0.16487609,0.039920896,-0.027844312,-0.20228787,0.15472443,0.41406325,-0.0986604,0.08763106,0.47838736,-0.12898426,0.3831226,2,train
TCGA-MB-A5Y8-01A,-0.37388188,0.27945995,0.18538849,0.18252242,-0.35337636,-0.11730796,-0.18536681,0.07960997,0.08659643,-0.5754096,-0.047451925,0.14983661,-0.39577076,-0.11214252,0.4143325,2,train
TCGA-X6-A8C4-01A,-0.3159517,-0.14959155,-0.31909308,0.9360663,-0.47094068,-0.11320067,0.19238114,0.57207096,0.17504653,-0.5499126,0.4019311,-0.1224431,0.045413345,-0.33689123,1.9693735,2,train
TCGA-3R-A8YX-01A,-0.19054411,-1.0720898,0.027806621,-0.22354804,-0.013803047,-0.7796107,-0.16659673,1.2422075,-1.1905516,-0.5234097,-0.0123370085,0.2276527,-0.112862244,-0.3552228,0.13520591,0,train
TCGA-DX-A1KW-01A,-0.5609306,-0.492925,-0.12821943,-0.35978952,-0.22385004,0.12847313,-0.22454718,0.50167876,-0.5561028,0.016263317,-0.5893331,0.04655402,0.17746477,0.04463618,-0.10284682,0,train
TCGA-DX-A6B9-01A,-0.20635013,0.18130004,-0.2083345,0.14428571,-0.26825553,0.1574166,-0.38406304,-0.72365326,0.10966786,0.44638428,-0.124192305,-0.5110008,-0.102264844,-0.061270505,-0.047264464,1,train
TCGA-DX-A8BK-01A,0.19168271,-0.40409085,-0.5275477,0.72974974,0.24829197,-0.48532736,-0.5042983,0.051184192,-0.13949937,-0.36671647,-0.28375122,0.1306274,-0.26170993,0.15452333,-0.072980136,2,train
TCGA-DX-A48P-01A,0.37044945,0.13755147,-0.009381809,-0.21945359,-0.46599472,0.48448247,0.36111552,-0.38654655,0.33520916,0.39405072,0.24113932,-0.6591571,-0.15329689,0.19765593,0.13145658,1,train
TCGA-QQ-A5VC-01A,0.18085462,0.40168,0.43541452,0.22714417,-0.3662193,-0.108280785,-0.21745735,0.25058976,-0.23735557,-0.89385945,0.3473964,-0.05473477,0.04307376,-0.12916979,0.030217368,1,train
TCGA-X6-A8C5-01A,0.22883011,0.1799327,-0.10163304,-0.17185038,-0.44777703,0.4100196,0.51339716,-0.15394288,0.5535832,0.3163245,0.3085953,-0.50919294,-0.16651383,0.22848377,-0.040500943,1,train
TCGA-3B-A9HZ-01A,0.40641925,-0.18476336,0.076849476,-0.44129068,-0.07375158,0.13857627,0.60850567,0.071685195,0.2669782,0.27489862,0.57624006,-0.30660373,0.026970478,0.22007059,0.1850866,1,train
TCGA-IE-A3OV-01A,0.022656847,-0.09088318,-0.2181645,0.0034505622,-0.08568483,-0.072984114,0.053118564,0.48885387,-0.42713687,0.31874904,0.44710976,0.1467859,-0.3125588,0.35346994,-0.46599942,1,train
TCGA-JV-A75J-01A,-0.91654783,0.06738076,-0.09868509,0.123339444,-0.33550245,0.611997,0.20357276,-0.25659204,0.12681422,-0.11315306,0.18849999,0.5121766,0.67535967,-0.25195011,0.17275785,1,train
TCGA-LI-A9QH-01A,0.11936891,-0.3695505,0.28538892,0.60691273,-0.33405122,0.4077428,0.17061831,0.14575425,-0.6480259,-0.76866525,-0.35147706,-0.13034107,-0.1573665,0.028238865,-0.22694162,2,train
TCGA-3B-A9HV-01A,-0.3019782,1.1730454,0.15855683,-0.23771407,1.8011625,1.1022861,0.027623417,0.1311389,0.4123102,-0.22835185,0.5597516,-1.1623826,0.1624276,-0.47165775,-0.31260318,1,train
TCGA-DX-A7ES-01A,-0.10014497,-0.052319214,-0.15972537,0.023309026,0.038034685,-0.40331784,0.2772791,-0.04173632,0.14174195,0.009045563,0.013643753,-0.17417568,0.074219376,0.52540404,-0.25603768,0,train
